review,label
"Anxiety: ""I have chronic anxiety and have tried many many serotonin type meds over a 15-year span and have also suffered from depression very bad reaction to the meds.Being in hard labor  I worked all my life/Concrete-Tree removals-Underground utility work/water main repair etc...I have had numerous injuries to my back/neck/knees/hands/shoulders..broke many bones (comes with the territory) I was diagnosed with Degenerative disk disease and was prescribed Ultram 50 mg got up to 400 mg down to 300 now and what a difference not just with pain but my anxiety was reduced by at least 50% and depression was gone.My alertness increased and mood was elevated.Will try to stay on medication for life.Walmart had the med for $4-$12 if no ins.""",positive
"Anxiety: ""Calms my anxiety better then anything else. When I have anxiety attacks and take one or two Xanax I actually feel normal again and a lot more outgoing and I&#039;m not so shy or afraid to meet and talk to new people that I may meet.""",positive
"Pain: ""Useless. Tried for several days on torn rotator cuff and hip labrum. Thought I could get same relief from ibuprofen but maybe without the nosebleed side effects. But got no relief at all. Waste of $20 coupon. Notice many of the positive reviews are from those also using OxyContin.""",negative
"Pain: ""It&#039;s the first medicine that really helped my Fibromyalgia. Very happy it - it&#039;s nice to have the pain go away. For me, it was much more effective than Norco or Lyrica.""",positive
"Depression: ""Taking 50 mg/day for about 3 months for depression/OCD/ anxiety mix.  Was previously on 40 mg of Prozac which worked well but had some cognitive clouding on occasion (seems seasonally dependent). Pristiq worked well for about 2 months then had terrible side effects of headache, inability to concentrate, irritability, constipation.  """,negative
"Pain: ""I was in a car accident and suffered a 4th rib fracture, 2nd, 3rd, 6th and 7th ribs were also injured and suffered pectus excavatum. The Lidoderm pain patches helped to decrease my pain level from a 10 to a 3. I can not ride in a car with out wearing these patches. I wear one in my subclavian area and two in my 6th and 7th thoracic area  (total of 3). These patches really manage the pain.""",positive
"Anxiety: ""I have never taken the time to actually write a comment on these types of things, but this is worthy of it. I had never dealt with anxiety until I became pregnant. I suffered with the worst anxiety and I was MISERABLE. I had panic attacks that sent me to the ER..I was too scared to drive, missed weeks of work and literally did not leave the house. I suffered through it until I had the baby. After, my doctor put me on Lexapro. After a few weeks, I felt 100% better. I can&#039;t begin to explain the change I had felt. I was able to do things without thinking the worst of everything. Before I started taking it, it depressed me because I thought I was going to feel that way forever and always have to deal with anxiety. Now, I live a normal life!""",positive
"Depression: ""I&#039;ve been on Pristiq for 8 weeks and believe me, I have never felt better in my life. It works, no side effects. I&#039;m a happy person now. The only thing I wouldn&#039;t do is to take Pristiq at night time. I take it at 8:00am, so I don&#039;t have sleeping problems. Try it this way. This medicine is wonderful. GOOD LUCK EVERYBODY.""",positive
"Depression: ""I fill better, I can go on with my life.""",positive
"Anxiety: ""I am 25 years old and for the first time in my life I had a severe panic attack so bad that I lost all feelings in my limbs, my breathing was so fast that my lips curled over my teeth and my hands were temporarily and uncontrollably clenched. My husband rushed me to the ER thinking I was having a heart attack and there my pulse was 180 and my BP 170/100. I have never experienced anything so fearful and horrific physically. There they gave me ativan which completely calmed me down. Ever since I am prescribed Lorazepam .5 mg as a PRN and when I feel anxious or agitated and it really amping up I will not even hesitate to take one. I truly believe this drug has helped me get through my days and has 100% worked as a preventative for attacks.""",positive
"Depression: ""Celexa stopped working and I was put on Effexor. My panic attacks are worse then they have ever been, my depression is totally off the charts and I physically shake all the time. The irritability is by far the worst part for me. I&#039;m forever angry now on this medication. My friends and family have noticed a big difference in my personality. Definitely getting of of this medication!""",negative
"Anxiety: ""I was prescribed Lexapro about a month ago. Initially I was sleepy all the time but I took it at night and now the only side effect is difficulty reaching an orgasm. I love this medicine! I was having several panic attacks a day and since being on 20mg/night I&#039;m back to myself! I&#039;m going to continue. It&#039;s like my own &quot;Happy Pill&quot;.""",positive
"Pain: ""I feel that Percocet does not fully cure the pain but it definitely lowers the pain level on a scale of 1-10, down to 3-4 and it makes my pain livable.""",positive
"Pain: ""I&#039;ve been on hydrocodone or Norco for about 10 years 3x&#039;s a day. I&#039;ve had S5 and L1 ( I think that is how it goes) maybe the L and the S are in the wrong place. Anyway the two disc at the very bottom of your back. For 2 years as of this past Christmas Eve I was suppose to have the next 2 up replaced. I asked my pain  doctor for 1 more Norco a day. Instead he puts me on Nucynta 50mg. Not working after 1 1/2 years  so now I get put on 150 ER 2x day and 50 mg in between. All I do is hurt like hell and sleep all the time. I have fallen asleep in the bath """,negative
"Pain: ""Powerful.""",positive
"Depression: ""just wanted to share my experience on taking this drug. I&#039;ve never felt this good in my life, I really can&#039;t remember a time when I was this clear headed and genuinely happy. I&#039;ve been on this medication for just over 6 months and they have completely changed my life. I used to feel so angry and sad and had no motivation to do anything but lie around and rot with my negativity. Since taking these everything has changed, I am applying my self more, I&#039;m doing well in college, I&#039;v gotten a raise in work, friends and family have told me how much my mood has changed, I go gym a lot, something I wouldn&#039;t have had the energy to do before.It took about 2 months for the effects to work, but its so worth it. Hope this helps someone who has reservations.""",positive
"Pain: ""Had a secondary molar extracted and was prescribed Tylenol 3 for pain. It has not alleviated the pain at all. I have a fairly reasonable pain threshold (had major abdominal surgery 1 year ago and didn&#039;t require this much pain management). Revisited the dentist today for pain (concern with possible infection or dry socket). All is healing well so I don&#039;t understand why the entire side of my face hurts. Don&#039;t recommend T3 for dental pain management. It&#039;s making me drowsy but that&#039;s it. I&#039;ve had to take 1 every 4 hours and last dose I doubled up and took 2. Still didn&#039;t help. I don&#039;t think it&#039;s made any difference at all :(""",negative
"Pain: ""I have back problems.  This is the first pill that has relieved my pain and has also restored my ability to have a physical relationship.  I could see where it could be addictive, so take only when really needed.""",positive
"Anxiety: ""Xanax is wonderful for anxiety and panic attacks. I can thank this medication for making me a normal person. For being able to walk anywhere where there are people and feel absolutely no anxiety whatsoever. It&#039;s given me my life back. """,positive
"Anxiety: ""My young daughter suffers from Tourette Syndrome, OCD and Anxiety. The Anxiety is a recent thing. She has never been treated before for her tics (TS) or OCD (which actually is relatively new as well). They started her on Lexapro and her anxiety was heightened as well as decreasing her appetite. Which is not good since her obsession is NOT throwing up from food. So for her, this medicine did not work. She also complained of being tired, more nausea than usual, etc. She wasn&#039;t on it long either. We just made the decision that we could not afford her to be worse. She is now on something else - fingers crossed that it&#039;ll work!""",negative
"Depression: ""I used this for years and it helped with anxiety, sleep, depression. It caused initial weight gain but was worth it for relief. I stopped it on my own (not smart) because it made me sleep and I had to stay awake for care of my Dad. Now I wish I was back on it. I have been on tons of medicines to try to get stabilized again. Will be asking a doctor about it. It also helped with irritable bowel syndrome.""",positive
"Pain: ""Works great! Especially during those times when the weather changes.""",positive
"Depression: ""I am prescribed 45 2MG Tablets a month (brand name) I take a half 3 times a day, and am also prescribed 90 1mg Klonopin a month - morning, afternoon and night.
While the Klonopin seems to aid in keeping the panic/anxiety at bay and keeping me calm and relaxed, the Xanax is the real 1-2 punch to panic attacks and anxiety; it takes all my sadness and depression away and allows me to think about all the amazing things I am working on NOT as a chore or as work, but as creative idea. Being prescribed 2 Benzo&#039;s is &#039;odd&#039; practice like Klonopin 3 times a day with a fast acting Xanax. """,positive
"Depression: ""I&#039;ve had depression for years and very high anxiety which at one point I could barely breathe and I had to focus on my breath  to calm down at all. I took xanax for 6 months a year ago. It helped a little with anxiety but not for depression very well. I got off xanax last year and took nothing at all. I felt like I was losing my mind and had thoughts of just ending my emotional and mental agony. I went back to my Dr and he gave me Lexapro and xanax. For the first time in years my face doesn&#039;t grimace in emotional pain and I feel happy. I don&#039;t know if Lexapro could do that by itself,  but with xanax it&#039;s saved my life.""",positive
"Pain: ""I prefer Tylenol number 3 for pain. Vicodin made me sick. It is also very cost effective.""",positive
"Pain: ""Works great at treating my pain and helps with depression.""",positive
"Depression: ""I started taking Oleptro, great for depression. Has been a life saver for me if anything increased my sex drive and made sex more enjoyable and I slept better. Very safe to use, this is a great medication.""",positive
"Pain: ""I am 23 years old and have been taking Lorcet 10/650 since I was 18 because I have degenerative disc disease and bulging disc bone spurs and herniated discs, as well as juvenile rheumatoid arthritis. This medicine has helped me so much, but after some time it does lose some of its effect but I do not know what I would do without it. This week I am going to see a new doctor finally after all this time, because the other doctors I have seen tell me I am crazy and a my age there is no way possible for me to have what I have even though I have had MRIs, etc to prove it. Thank goodness for this medicine.""",positive
"Anxiety: ""Started Vistaril 25mg last night at 10pm.  I watched some T.V then went to sleep. No anxiety and no unpleasant side effects. Today I&#039;ve taken another 25mg.  Didn&#039;t feel any need to take my Ativan.  But due to being on 4mg a day for years, I did take one just to be on the safe side and not seize or anything. My experience so far has been a good one. And I hope to continue to slowly come down on my Ativan use.
My meds: Lexapro 5mg taperd down from 10mg. Ativan 1mg 4x daily. Fioricet when needed and now Vistaril 25mg every 6 hours when needed.""",positive
"Anxiety: ""I was prescribed mirtazapine after a 10 week treatment of citalapram, side effect out way any gains in taking it, it will make u sleep and create more anxiety,weight gain and change in personality are to name a few, when your depressed and down that black hole the withdrawal effects of the drug are far worse, I slow tapered off this drug and haven&#039;t taken any for 4months, partial side effects are still with me, I know this as I didn&#039;t have them in the first place, I&#039; d research the myth of the chemical imbalance theory before you take this drug.""",negative
"Pain: ""I started out at 300mg&#039;s 3 times a day approx 1 yr ago. I&#039;m up to 900mg&#039;s 4 time a day, I suffer from horrible nerve pain due to having CRPS, I wouldn&#039;t wish this on my worst enemy. So much has been taken from me, But the gabapentin helps so much with the nerve pain that I take the good with the bad. I have an awesome support system beginning with my Husband of 36 yrs. Otherwise I don&#039;t think I could do this. The gabapentin takes away from me certain things, But I take the good with the bad. My thoughts and prayers go out to all of you who suffer and a have to take gabapentin.""",positive
"Depression: ""Second worst psych med I have ever taken, and I have taken 20  psych meds. First off it&#039;s caused an insane amount of horrible side effects. I feel like I am living a fog all the time and feel like I&#039;m literally going insane. It&#039;s caused chronic muscle ache (I had no pain problems before taking this med) The only thing worse than dealing with being on this med is dealing with the miserable extremely long withdrawal of trying to get off of it. I have tried numerous times to get off of it using a slow weaning process, but it&#039;s just so difficult to get off of. I can truly say I wish I had never started this med, and there a much better meds out there for all conditions, that won&#039;t ruin your life.""",negative
"Anxiety: ""This drug works well for anxiety and anxiety attacks.  Sometimes it doesn&#039;t work quickly enough for me, but there really isn&#039;t a more fast acting drug in pill form that I&#039;m aware of.""",positive
"Pain: ""This patch is a piece  of junk it does not adhere to the skin, I clean my skin with alcohol so there is no skin oil before I use this but it just does not stay they fell off.  Is this made of composite plastic material? Take this off the shelves, a ripoff for the consumer and the VA Pharmacy...please remove this junk.
Effectiveness its not 1, its big &quot;0&quot;""",negative
"Pain: ""My Dr prescribed me flector patch for a disk herniation and disk bulge...he gave me a sample...it does absolutely nothing!!!""",negative
"Pain: ""The Generic version of ultram does NOT work.  The Branded ULTRAM is highly effective for pain without side effects. However, it is very costly and I usually cannot afford it.  Aspriin is better than generic tramadol meanwhile in searches for prices...websites interchangeably use tramadol in lieu of ultram as tho they are the same. They are NOT""",positive
"Depression: ""A miracle drug for me after taking this med it gave.me the courage and strength to get up and do things it made me see things in a different way..ive been off and on with this med for four years now its the only antidepressant that works for me my anxiety completely went away and i feel like i can go threw with thing called life..""",positive
"Depression: ""I have tried every antidepressant in the books over the past twelve years, you name it, I&#039;ve been on it for an extended period of time &quot;waiting for it to begin working&quot; I have bipolar tendencies and panic disorder which has been so bad at times I&#039;ve literally fallen down and been physically crippled for long periods of time, sometimes up to four hours due to hyperventilation.  Recently traumatic events one after the other left me also with a whopping case of depression to top everything off.  My doctor began a starter pack of the Fetizma and now I&#039;m on an 80 mg dose.  My anxiety is all but gone, it leaves me extremely calm without feeling sedated and as an added bonus it seems to have greatly reduced my chronic pain. Life just seems better.""",positive
"Depression: ""I have suffered anxiety and depression on/off all my adult life. In 2013 I was prescribed Duloxetine, I suffered 20 days of hell due to the side effects. Suicidal thoughts, mood swings, and limb twitching. Side effects improved once I came off duloxetine but still suffered muscular twitches several months later. """,negative
"Depression: ""I am a 48 yr old woman diagnosed with depression &amp; chronic fatigue. Took Pristiq for 4 months. My entire system was taxed! I became very angry, argumentative over-reacting to mostly everything, communicating ineffectively, raging, I never relaxed - insomnia! Major increase in pain, muscle spasm, migraines!,involuntary muscle movement, etc.! Getting off of it was a nightmare! More than a week of constant 24 hr. sickening withdrawal- vomiting, dizziness, confusion, severe pain muscle spasm migraines depression thoughts that I would never make it through! The only thing that helped was Prozac-20mg Vicodin-5-300 &amp; Tramadol-50mg as needed to Break Pain Cycle!""",negative
"Pain: ""Have been hospitalized for stomach removal going on 3 years dealing with this. Have been on every pain medication known to man and have to say I would take nothing ever again.""",positive
"Depression: ""I&#039;d suffered from anxiety and depression for many, many years. The anxiety led to trouble sleeping, which made me depressed. I was focussing on the negatives in my life and my circle of friends was shrinking. I began to feel worthless. I am a musician but also a software engineer, a job that is secure and pays well but gives me no satisfaction. I took fluoxetine in 2004 when stress at  work brought my  anxiety to a head. I also used Zolpidem to sleep. I kept up this pattern for a couple of years, quitting Prozac and re-starting regularly. In October 2012 my sleep became awful and I was regularly just walking out of work because I couldn&#039;t carry on. I started Prozac again, and since then I have been on it. It has transformed my life.""",positive
"Depression: ""I have been prescribed Remeron for about 8 months now and It is a miracle. it not only help me put on weight when I needed to because I have lost so much from all the anxiety it also gave me an amazing night sleep every night yeah it does give you some crazy dreams sometimes and you might gain a few pounds but your quality of life is so much better I was so happy the next day when I woke up I finally felt like I figured it out I say yes to the REMeron CYcle""",positive
"Pain: ""I a severe disorder where the calcium in my bones have just been eaten away, I&#039;m 22 years old but I have the bone density of a ninety year old woman. So I hurt constantly. I recently was administered morphine 30 and I believe it significantly has eased the pain I deal with day in and day out.""",positive
"Depression: ""I was tried on this for major depression. After 2 weeks on 50mg per night, I couldn&#039;t handle it any more. I ended up going to the ER because my heart was racing. I was at 125/130 beats per min. I&#039;d only been getting a few hours of sleep each night in those 2 weeks, and experienced the heart racing, brain short circuits, insomnia, anxiety, severe constipation, extreme thirst, and an overall feeling of disconnect from aliveness. 

As a teenager, I took Doxepin and Elavil too, and they were slightly better, but not much. These TCAs should be a last resort like Thorazine and Lithium. Seroquel is much better. Good luck to my fellow sufferers!""",negative
"Depression: ""I have been on 75mg ER of Venlafaxine HCL for over 3 months now and I really feel wonderful.   It&#039;s working very well for me.  I have plenty of energy, lost about 20 pounds of weight and I do feel very content and calm.  I do have vivid dreams that are interesting and long.  I socialize and react very well with people now and no longer have any fears of socializing with groups of people.   Again, this antidepressant, has so far, worked very well with me and I am happy that my doctor switched me from 20mg of citalopram, which made me very tired and gain way to much weight,  to 75mg Effixor  ER (Venlafaxine).   Everyone&#039;s system is a bit different and what may work well for someone may not work well for someone else.  I wish you all the best.""",positive
"Anxiety: ""This medication saved my life. I was suffering through one of the worst bouts of anxiety I had ever been through, during an extremely stressful part of my life. When my doctor prescribed this for me I had my doubts, and had seen many bad reviews. I am here to let you know that this medication WORKS FOR ANXIETY. I know everyone is different, but anyone who is prescribed this for anxiety, PLEASE WAIT A FEW WEEKS FOR IT TO WORK. It didn&#039;t really work for me the first few weeks and I had some side effects but now  my generalized anxiety and agoraphobia have dissipated so much I can enjoy my life without constant suffering, I&#039;m so happy.""",positive
"Pain: ""This is my rescue pain medication for really bad migraine headaches.  I have killer ones - usually with aura so I can start pain meds (2x Percocet 10/325) before pain gets out of control.  I usually use Stadol if I awake with a Migraine.  This medication is a lifesaver - it takes me from suicide due to pain to just being able to sleep.  Only down side - it is the only medication that I have ever taken that I want more of once it wears off!  Beware of addiction!""",positive
"Depression: ""I have battled depression, irritability, mood swings, crying at the drop of a hat for years. I have tried Celexa and Prozac and they did nothing for me.  Last week I went on Wellbutrin, I am taking 300 mg a day.  The only side effect I am noticing at this point is being thirsty all the time.  I can honestly say in one week&#039;s time I have really chilled out.  I used to obsess over things I could not control and now I am not as bad. I am sleeping better than I have in years despite what most people have said about Wellbutrin causing sleep issues. It has also suppressed my appetite some and the urge to smoke a pack a day.  (I am down to about 5 cigarettes in a day, in 1 week).  I hope the benefits just continue to get better as my body adjusts to it.""",positive
"Pain: ""I tried paracetamol and ibuprofen, but they&#039;re not as effective as codeine. Codeine is really helping me for muscle spasm I have as I am suffering from cerebral palsy. I&#039;m glad I got it prescribed from my GP doctor.""",positive
"Pain: ""I was given this drug after my tubal ligation surgery. I had never taken it before or since then. It worked very well. I was able to function on it as well. It didn&#039;t knock me out or make me hazy like some pain medicines. Aside from some itching,I didn&#039;t have any side effects.""",positive
"Depression: ""This medicine helped my daughter like no other we have tried, and we&#039;ve tried *a lot* over the past 8 years.  She has bipolar II and the depression with that has been very treatment resistant.  This is the first medicine I&#039;ve seen her on where she is herself.  The others have either done nothing, induced mania, or made her into a non-feeling zombie.  The only downside is the weight gain.  I just hope it continues to work over more time.""",positive
"Pain: ""I have chronic pancreatitis, gastroparesis, fibromyalgia, degenerative disc disease  since 2007  I have been on everything u can imagine.  I have had a pain pump via morphine and buvipicane  my quality of life was horrible  wanted to die everyday.  My family Dr recently switched me to methadone and lyrica plus my pain pump  I finally have my life back!!  To anyone out there in a living hell, it&#039;s sure worth a try!!!""",positive
"Anxiety: ""Amazing drug for anxiety. I don&#039;t find it addictive. Just great!""",positive
"Depression: ""I&#039;m on brintellix for month and a half now. I&#039;ve also been using valdoxan for three months, but it didn&#039;t give any significant effect so I&#039;ve started taking brintellix 10 mg and after three weeks I felt an effect. It seems like I&#039;m getting better every day. My mood, energy level and motivation have increased, my suicidal thoughts are gone and I am finally able to cope with my every day responsibilities.""",positive
"Depression: ""I have been on Citalopram for about four months now. I started at 10 mg and now I am on 20 mg a day. My personal experience has been great. I felt better within days not completely but the edge had been taken away which with the way I felt was a huge relief. I have been lucky to have had no side effects other that a slight decrease in sexual tension which I am good with.  Though recently I missed three days because I didn&#039;t get my refill and I was knocked off balance a bit, don&#039;t miss your refills. I am grateful for this medicine, I was such an emotional mess before it.""",positive
"Pain: ""Great.  It works well for pain but does  not last as long as I&#039;d like.  I can&#039;t take  hydrocondone which make me itch and sometimes break out in night sweats.""",positive
"Pain: ""Personally I used this for 6 years then changed to Percocet then to M.S. Contin where I am at now but this is over 15 years. If not abused this will remain effective. Everyone is different so I can&#039;t say how quick change would be needed.""",positive
"Pain: ""Had back surgery in 2000. 3 rods 6 screws and bone put in L4 L5 S1. Had severe pain for 12 years. No sleep, ( 3 1/2 to 5 hours a night). No energy, seldom in good mood because of the pain. Sometimes down for 3 weeks at a time. Began Butrans 10 mcg last year and man what a difference. First week was getting 7 hours sleep and pain level went from 10  to 1 or 2. Has been that way for the last 11 months. Now getting blisters and rash at application site. Going to doctor this week. Hope he doesn&#039;t take me off. Really not looking forward to the return of a painful life.""",positive
"Depression: ""This is an evil little pill!  The first time I took it, I became very irritable.  The second day, I was so angry that I screamed at my children for the smallest things.  The third day, I start to itch all over and got a headache.  The fourth day, I was so volatile that I screamed at anyone who dared look at me.  I called my doctor who told me to push through.  The anger became so bad, that I thought I was going to hurt someone.  I&#039;ve never reacted like that to any medication and quite frankly, it scared me and my family.

As soon as I went off of it, didn&#039;t even wean myself off, my mood started to even out some.""",negative
"Depression: ""After 20 years of marriage, I have found myself in the midst of a terrible divorce. I spiraled downward quickly and scarily into a deep, dark depression. I have no history of depression or having to take any anti-depressant type medicines. I was at a point where I was almost unable to function and was suicidal. I realized how severe a crisis I was in and started researching for FAST help. I found Pristiq. I have always been a skeptic, to say the least re: antidepressants, but I must admit, this medicine absolutely saved my life. The only minor side effects were feelings of &quot;zoning out&quot; and a headache for about 3 days on 2nd week. NOTHING SINCE. I&#039;ll take that over my inability to function ANY DAY. """,positive
"Pain: ""I&#039;m allergic to morphine, Demerol, and several other pain medications. I took Toradol for severe neck and shoulder pain. It worked. I had a little upset stomach but took an antacid, and it went away. It worked better for me, because of me being allergic to other pain medications. It also worked wonders after surgery. It should not be taken for more than 5 days, and use caution if you have kidney or liver disease. Use caution if you are using a blood thinner. It also did not make we drowsy, fast heart rate, or dizzy.""",positive
"Depression: ""I have fought depression all my life-60  years. I have tried pretty much every medicine available. My care provider put me on 40 mg Viibryd and 100 mg Lamotrigine. After about 6 weeks I woke up and could face the day. I have the desire to live and no longer have to try to pull myself out of a deep pit every day. """,positive
"Depression: ""I started about a month ago on 37.5 and want to stay there after reading some of the entries. I feel much better even on this low dose and recommend always doing the lowest dose you can. """,positive
"Depression: ""Great for Depression.""",positive
"Pain: ""I suffer from severe head aches whether they are sinus head aches cluster head or aches migrane headaches... I have no idea that&#039;s what 3 different doctors told me.. It was so bad one morning I had to go to the Er they have me a ib profein iv which made the pain go away at about 50%. When they discharged me he prescribed me ketorolac..complete junk! 
 Advil liquid gels worked better than this crap!""",negative
"Depression: ""I&#039;ve been taking it for over a year.  I have taken Lexapro before, but it stopped working.  I take 40 mg a day, I take mine in the morning. I have to say that I still have a burning in my stomach, and night sweats, but I absolutely love this medication. It&#039;s the best. I feel more myself. I don&#039;t have hateful outbursts, I don&#039;t yell at my boys, and I love the way I feel.  So thankful my doctor tried me on this.""",positive
"Pain: ""I have chronic arthritis and have for 25 years. Believe me I have tried everything.  Finally pain clinic doc put me on Zohydro and I have my life back.  I can&#039;t tell you how much it helps.  Please don&#039;t let anything happen to where FDA takes this drug away. Why do the druggies have to ruin it for the people that are in pain always.  Thank you  Zohydro...thank you..""",positive
"Depression: ""Went in for a routine check up a year ago and told my doctor something has been up and I don&#039;t feel right.   Asa medical student myself, I knew something was up and wasn&#039;t going to leave without answers. I explained what was going on and what has been going through my head, and she diagnosed me with depression. I have felt the way I&#039;ve felt for 11 years because at the young age of 8 I almost lost my dad in a motorcycle accident and the doctors led me to believe I had. I became a recluse... my emotions took over... I got perscribed Vilazodone, and took it up until recently and realized it did NOTHING for me. It was supposed to balance my serotonin levels in my brain that cause depression and anxiety, but it only made me feel worse.""",negative
"Depression: ""Diarrhea, uncontrollable muscle spasms, severe panic attacks, severe anxiety, severe restlessness, sweating, and bruising is all this medication did to me.""",negative
"Anxiety: ""I was prescribed Tramadol for kidney stones. Took 1 each day and gradually changed.  I stopped putting my head down when I left my apartment, trying to avoid eye contact with neighbors. I was actually smiling and stopping to say hello and people were now smiling back and waving. I did not have a knot in my stomach at the thought of riding the subway.  I was not cutting short my visits to clients only to return after hours and to work so I could avoid being around people.  I felt happy and I was not ready to fight with the first person that bumped into me on the street.  It was as if something in me was broken and Tramadol somehow fixed it.  All the bad things are back and I want more Tramadol but I can&#039;t get it. thinking of asking a Doctor.""",positive
"Depression: ""I have been off and on medicines for depression for over 10 years. I love Celexa. I have energy and it helps with my anxiety too. It did take a few weeks to kick in. I really recommend this antidepressant because I think it&#039;s multi-purpose and does it&#039;s job.""",positive
"Pain: ""I have a lower fractured back due to a car accident. This midicatition is the only one that takes my pain away and lets me function normaly. I am a preschool teacher so I have to stay on top of job and Vicodin defenatilly helped me do that. Just make sure you eat a good meal before taking this, other wise you may become nauses""",positive
"Depression: ""I started using Zoloft on Wednesday the 5th of December 2012. Todays date is the 8th of Dember 2012. 4 days, it has only taken 4 days for me to feel like a new person. I have been on it before, therefore i know what side effects to expect. Everybody is different but i suffered from loss of appetite, headaches, nausea, a bit dizz, lower back pain, trembling hands. This only lasts for a week or two. I used to cry for no reason (even at work), snap at my partner for stupid things, i was paranoid over everything, socially scared (always wanted to stay home). I haven&#039;t cried since being on Zoloft, nor snap at my partner. I am a new person now. I&#039;m so happy and look forward to my new life.  100/100.""",positive
"Depression: ""This pill made my life hell. It increased my suicidal ideation and I attempted a few times on it. I felt dissociation and I became even more depressed. They wouldn&#039;t let me off it, however, and actually increased my dosage to above the maximum adult dose before I finally was able to stop taking it. Upon stopping the medication I felt better and was less suicidal.""",negative
"Pain: ""My doctor put me on 7.5mg for bulging disc. They help me get up in the mornings and I am able to work a full time job. I think that they work great. It is a shame for people to abuse them. It took my doctor a while to give them to me because of people abusing them but they are wonderful. Thanks doctor for helping me live a full life.""",positive
"Pain: ""Severe neuropathy pain in both hands and feet for over a year. Was just sent to a pain management doctor who prescribed 24 mg of Exalgo once daily along with 4 mg of Dilaudid every 6-8 hours. Now have no pain whatsoever. This is a true miracle.""",positive
"Depression: ""Well this is a veeeery strong drug and an effective one but has a lot of side effects and the withdrawal is an absolute nightmare. I started taking paroxetine because of depression, social anxiety and suicidal thoughts. The drug has helped me to overcome the crippling anxiety but it also made me emotionaly numb. This numbness is a common side effect for SSRI but in my case it caused an aggravation of depression. While taking paxil I felt like nothing made sense anymore. It was a horrible experience but then again it allowed me to see things more objectively without the overpowering emotional ballast I had before. I stopped taking paroxetine and now I feel like I was on a long vacation from my self and my mind.""",positive
"Anxiety: ""I&#039;ve been on Pristiq for two weeks.  I&#039;ve noticed a remarkable change in my energy level, mood and am no longer isolating myself.  I am also more focused. I&#039;ve lost weight on this medicine and had a dry mouth in the beginning.  It does curb my appetite and after two weeks lost 8 pounds.  I seem to be eating smaller portions.  This medicine is definitely a wonder drug for me.""",positive
"Pain: ""I have been on every ER pain medicine except for methadone. OxyContin is changing my life drastically for the better. I can now walk longer distances, help around the house, play with the kids and much, much more. 

In short this medicine is a life changer. I switched from fentanyl which always made me tired and grumpy. God bless my patient wife. 

I have a new life and I&#039;m so grateful!""",positive
"Depression: ""I read reviews but didn&#039;t listen...decided not to listen to that small voice in my head too that also agreed wow if the reviews are this awful its not worth it ...to be honest if your here reading this...there&#039;s a good chance you may try for yourself regardless ...I just think all the negative comments on here as per my experience are 110% truthful...anyone that is all for it scare me and i wonder if people are hired to write positive reviews for things and lie to others...maybe not lol but maybe so ..don&#039;t try this...""",negative
"Depression: ""I suffered extreme depression very much when my mum passed over and the doctor put me on these. They helped me think straight and think about all the bad things I&#039;m still on them but only take one or two a week that keeps me happy and normal.""",positive
"Pain: ""I felt brand new.""",positive
"Depression: ""I have seen a difference when I changed from Prozac to Cymbalta and out of both of these I will choose Prozac.""",positive
"Depression: ""This medications saved my life. I was suicidal, depressed and nothing seemed to work before. About a week after starting to take Abilify depression began lifting and I&#039;m energetic and feel great again!""",positive
"Depression: ""I strongly recommend  Paxil 20 mg for depression  this drug has uplifted my mood, and truly suppressed my appetite I have been on it for two weeks and loss four pounds already. The one side effect that I have experience  is excessive yarning.  Once the dose was adjusted the symptoms has stop.""",positive
"Depression: ""I have only been on Pristiq for 2 days, and my depression has lifted almost instantly. I have more energy and am not as hungry. It does affect sleep though. I remedy this by taking it at 5:30 or 6:00 AM. I have treatment resistant major depression, so you name the anti-depressant, and I&#039;ve tried it. This is a miracle drug.""",positive
"Depression: ""Break down last October. Caused by the constant trials of being a carer of 16 yrs, spinal surgery &amp; almost overnight profound hearing loss.  Had had enough!
Sertraline 100mg has made me brighter, happier, more positive, no longer as anxious about the future.  For me it has worked wonders &amp; am told I will require it for long term.
Side effects which I believe are associated with sertraline. Most nights I&#039;m asleep at 8pm.
Can no longer relax &amp; watch TV at night.
Have huge long assorted crazy dreams every night.""",positive
"Depression: ""I have been on Zoloft, Wellbutrin, and Celexa. Struggling with depression for years, but Viibryd really has been the &quot;panacea&quot;. It manages all of my symptoms and gives me energy like none of the other medications could. It&#039;s definitely different from other antidepressants and for some who experience some difficult startup syndrome, PLEASE stick with it for a few weeks. I&#039;ve heard of a lot of people who had a difficult startup with this medication and the switch was just flipped one day out of the blue. Viibryd really is an improvement from other antidepressants and I encourage all to give it a try.""",positive
"Anxiety: ""For three months I suffered from debilitating nausea (without vomiting).  I couldn&#039;t get out of bed because I constantly felt like I was going to vomit.  It was absolutely horrible and I could not figure out what was wrong with me.  I&#039;ve always been an anxious/stressed out person but never thought that it was out of the ordinary.  Finally my family forced me to go to the doctor and she told me that because of my upcoming life events (getting married, moving out) and because of my Type A personality, it&#039;s likely I have a slight chemical imbalance in my brain which could be causing my extreme nausea. She put me on sertraline, but also gave me lorazepam for sudden anxiety/nausea attacks. My nausea is GONE and I feel better than ever!""",positive
